Model Name,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,,MK350NPLUS,
LambdaD,488,,458,,380,,473,,490,,489,,534,,571,,690,,690,,614,,589,,605,,580,,567,,482,,572,,571,,494,,559,,491,,568,,574,,576,,580,,593,,690,,380,,380,,380,,690,,690,,690,
X,4768.962891,,278.020996,,246.027252,,512.187683,,527.394043,,1561.391479,,745.367798,,1095.732666,,892.910339,,1873.797852,,706.875671,,1296.047363,,2527.620605,,3316.820313,,3706.540039,,2366.067383,,3480.781982,,3767.317871,,4392.457031,,3342.891602,,3375.981445,,4191.422363,,3662.645752,,3485.000732,,3678.046143,,3509.74707,,3723.508057,,3744.134766,,3382.61377,,3068.770508,,2967.360107,,2939.751221,,2298.654541,
Y,5155.692871,,106.45903,,104.402176,,376.136139,,997.763184,,2066.581543,,1579.909302,,1177.158081,,599.75592,,1122.822021,,351.351837,,998.454834,,1692.123291,,3221.296631,,4602.986816,,2630.878906,,4018.712158,,3937.586182,,4733.733887,,4327.092773,,3650.922363,,5279.59375,,3887.5,,3588.868652,,3630.023682,,3266.717773,,3414.437256,,3145.360596,,2413.617188,,1921.389526,,1937.345947,,1601.691895,,989.188721,
Z,6011.775391,,1245.592651,,656.226746,,2548.86377,,1659.206787,,3045.610596,,533.670288,,736.516052,,834.576233,,2529.31665,,29.834641,,86.095306,,720.292908,,1413.188232,,1139.047974,,4734.321289,,590.65155,,2987.259277,,4912.115723,,2030.455322,,3945.416992,,948.819092,,1807.30481,,1913.070923,,2735.979492,,2750.232666,,3515.565918,,4426.043945,,4694.06543,,4272.678223,,3263.50415,,3702.059814,,2773.138184,
S/P,2.589484,,9.702672,,4.37487,,8.644493,,4.527352,,3.462992,,2.760562,,1.888199,,1.783055,,2.579422,,0.269784,,0.723574,,0.672943,,1.490036,,1.812413,,3.414601,,1.487192,,2.074355,,2.43947,,2.150673,,2.492011,,1.767869,,1.916569,,1.964301,,2.148353,,2.175837,,2.334731,,2.576936,,2.891991,,2.872169,,2.434996,,2.546161,,2.061759,
Purity,0.122432,,0.873714,,0.674747,,0.855982,,0.581445,,0.352901,,0.48435,,0.267765,,0.223331,,0.320242,,0.919261,,0.893977,,0.566125,,0.468075,,0.637708,,0.358863,,0.784757,,0.162584,,0.066968,,0.377889,,0.087563,,0.733317,,0.422282,,0.362869,,0.183319,,0.135059,,0.050763,,0.151859,,0.284497,,0.345043,,0.247571,,0.346551,,0.433192,
Pct Flicker,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
CRI,93.061699,,0,,0,,0,,0,,74.386223,,28.641592,,82.749855,,61.526608,,30.888464,,0,,67.65358,,49.671459,,82.395058,,69.810623,,88.547081,,66.173401,,89.765282,,92.001083,,73.351334,,92.158936,,62.038563,,87.602707,,88.022026,,85.608208,,79.54541,,78.497505,,67.319824,,36.464027,,16.913212,,32.60284,,5.192063,,0,
R1,92.935295,,0,,0,,0,,0,,65.785225,,20.372625,,79.426025,,92.027702,,31.360067,,0,,65.655586,,49.22892,,80.900131,,70.409088,,86.376686,,70.186897,,90.269928,,92.123062,,68.719086,,92.123169,,69.15744,,95.659615,,98.528999,,91.769371,,84.058601,,77.591095,,58.197105,,17.352892,,4.312002,,51.538578,,52.131657,,0,
R2,97.453918,,0,,0,,0,,0,,80.435081,,44.36517,,88.548027,,67.2742,,17.065901,,0,,86.339935,,85.108467,,90.383057,,78.075043,,93.214005,,75.231949,,97.185165,,97.374573,,80.779137,,97.154366,,73.094864,,94.613594,,93.538185,,88.313156,,80.526878,,77.18972,,63.489151,,31.144527,,6.043012,,25.11076,,0.048293,,0,
R3,96.237366,,0,,0,,0,,0,,81.39151,,42.061317,,97.070122,,41.628597,,19.057318,,0,,85.80793,,65.108505,,97.303337,,79.732918,,91.036514,,77.075172,,94.418297,,95.673241,,85.48011,,95.958107,,68.96405,,86.700539,,85.30619,,82.930634,,76.52549,,78.533379,,75.125496,,57.507336,,24.284119,,1.164531,,-53.974045,,0,
R4,91.880127,,0,,0,,0,,0,,64.614914,,-1.929586,,80.74939,,72.968559,,66.38298,,0,,58.408779,,23.153526,,80.113388,,57.973324,,84.173676,,50.234104,,88.983154,,90.992638,,65.863541,,91.106804,,41.715897,,85.566444,,88.97245,,92.667915,,87.91861,,82.497246,,66.056786,,29.293219,,26.713396,,79.698387,,78.181297,,0,
R5,93.912331,,0,,0,,0,,0,,72.479652,,32.055382,,80.986107,,82.826744,,12.158915,,0,,65.244942,,46.56781,,81.322647,,70.542137,,88.930977,,66.480125,,91.756416,,93.216537,,71.800491,,93.16893,,66.768661,,95.160492,,95.991043,,89.002083,,79.639046,,74.350464,,55.823132,,14.736974,,-10.405194,,27.533983,,15.910654,,0,
R6,98.856979,,0,,0,,0,,0,,79.119568,,41.744244,,87.835617,,40.308571,,-27.410852,,0,,87.577553,,85.560936,,89.66198,,78.44548,,94.172012,,74.94175,,98.213783,,98.830078,,80.641823,,98.613586,,74.174782,,90.883202,,85.989365,,78.057404,,66.337532,,64.174667,,48.9119,,11.307312,,-29.100784,,-26.802292,,-79.167267,,0,
R7,92.271042,,0,,0,,0,,0,,85.58757,,39.715405,,86.523682,,45.738232,,53.258617,,0,,66.116127,,44.499084,,82.855789,,73.26239,,91.399651,,67.003067,,87.079857,,90.610107,,81.545082,,91.12883,,58.399063,,82.675247,,83.112587,,84.02124,,81.065781,,84.332535,,85.688789,,80.719307,,66.294441,,35.744694,,-6.297299,,0,
R8,80.94651,,0,,0,,0,,0,,65.676277,,10.748166,,60.859886,,49.440235,,75.234749,,0,,26.07773,,-1.855579,,56.620098,,50.044571,,79.073135,,48.23407,,70.215683,,77.188408,,51.981411,,78.017639,,44.033714,,69.562553,,72.737373,,78.10379,,80.291321,,89.310921,,85.266243,,49.650646,,47.164688,,66.834091,,34.703209,,0,
R9,43.071938,,0,,0,,0,,0,,-23.012535,,-181.321869,,-7.24587,,43.578465,,-7.373854,,0,,-43.036823,,-78.196495,,-4.772254,,-32.797195,,26.496792,,-30.281124,,22.691673,,34.2267,,-40.981144,,35.463779,,-34.496735,,29.162594,,40.203575,,56.545956,,68.716225,,87.891907,,46.613274,,-59.453354,,-69.618736,,78.5933,,67.762772,,0,
R10,94.434555,,0,,0,,0,,0,,68.27562,,4.278003,,74.757324,,28.346582,,-74.735741,,0,,74.448486,,76.520699,,77.451927,,59.85284,,88.783775,,51.056202,,93.502777,,94.106903,,66.071342,,93.692947,,51.679508,,89.054703,,83.87236,,72.140694,,55.088799,,49.486275,,22.360645,,-46.620998,,-101.284637,,-68.454102,,-123.037392,,0,
R11,92.035873,,0,,0,,0,,0,,59.358921,,-12.472372,,78.010353,,77.329552,,47.988396,,0,,53.607136,,6.819239,,77.108154,,53.256153,,83.095398,,43.727505,,89.064964,,91.263329,,62.58746,,91.308838,,36.037556,,88.360466,,89.801811,,86.587891,,77.832779,,72.331223,,52.627045,,6.036283,,-2.032151,,54.061047,,73.088737,,0,
R12,95.480736,,0,,0,,0,,0,,75.415245,,34.312149,,79.50412,,-27.703766,,-140.898849,,0,,73.882454,,81.385345,,79.809174,,65.55722,,90.527298,,52.106483,,96.793694,,95.538322,,71.423981,,94.941406,,62.575481,,94.703171,,86.861382,,69.231773,,48.310459,,45.685429,,23.825687,,-27.643824,,-105.843277,,-138.975571,,-263.775909,,0,
R13,94.053719,,0,,0,,0,,0,,65.713585,,19.567286,,80.828133,,81.950912,,16.699665,,0,,68.659843,,54.724773,,82.476936,,70.786896,,86.939667,,69.651947,,92.060265,,93.558899,,70.180687,,93.456345,,68.340813,,95.813873,,96.178818,,89.286743,,80.479675,,74.609825,,55.393375,,13.23718,,-6.389328,,33.301151,,21.782619,,0,
R14,97.919746,,0,,0,,0,,0,,87.587807,,69.815422,,97.792923,,70.018219,,61.949162,,0,,92.443863,,80.746071,,98.53054,,90.607628,,94.319542,,89.718506,,97.084343,,97.637405,,91.797577,,97.751251,,85.762962,,92.446899,,91.679115,,90.802681,,87.639008,,89.11348,,87.90863,,78.795609,,64.234062,,48.718304,,19.340448,,0,
R15,87.319618,,0,,0,,0,,0,,59.253952,,4.109406,,70.022301,,89.963562,,12.012304,,0,,53.597599,,43.634518,,71.725769,,53.841316,,80.960327,,53.702003,,82.262726,,85.39978,,53.441364,,85.611565,,50.526596,,82.247147,,88.067688,,97.677773,,92.27626,,82.650734,,56.926353,,6.110219,,-15.030744,,54.61787,,55.353119,,0,
CQS,92.364876,,0,,0,,0,,0,,77.046112,,27.922327,,84.692184,,67.062714,,74.843315,,0,,60.278381,,26.442219,,83.046211,,56.811897,,89.341812,,45.960022,,88.982346,,91.117256,,71.268021,,91.374435,,41.806225,,80.525856,,83.619453,,88.568909,,89.079529,,90.803421,,89.526215,,80.169304,,74.566666,,76.707909,,55.249519,,0,
TLCI,86.358513,,0,,0,,0,,0,,48.746128,,4.57177,,69.693756,,11.469156,,14.803301,,0,,45.096737,,1.973689,,63.456032,,42.229214,,91.457954,,0.148879,,75.358559,,82.223152,,67.656242,,83.584435,,23.746248,,70.123833,,70.911057,,73.47422,,68.839081,,72.343925,,65.018784,,33.036171,,15.145724,,13.002506,,2.941168,,0,
Rf,92.988922,,0,,0,,0,,27.740282,,74.558716,,34.937012,,86.656921,,63.687351,,59.23856,,0,,72.961807,,27.755028,,84.812027,,66.196388,,87.807449,,56.317093,,89.847496,,92.225624,,76.486633,,92.371254,,50.063507,,80.539871,,82.114929,,85.156326,,83.848328,,85.218437,,81.384087,,67.730186,,61.37315,,62.923832,,45.810581,,0,
Rg,95.742119,,0,e(n),0,e(n),0,e(n),53.678356,e(n),83.045341,e(n),45.663647,e(n),90.688858,e(n),114.451912,e(n),130.699387,e(n),0,e(n),80.134369,e(n),98.048744,e(n),92.408714,e(n),70.699005,e(n),92.26709,e(n),62.739681,e(n),93.317192,e(n),95.144966,e(n),79.471077,e(n),95.172745,e(n),57.653179,e(n),87.577995,e(n),90.394196,e(n),95.840958,e(n),98.817528,e(n),101.515396,e(n),108.661987,e(n),116.377754,e(n),121.416702,e(n),115.501038,e(n),124.839874,e(n),0,e(n)
380nm,0.31115,,0.343891,0.268600686,0.426317,0.238114347,0.231661,0.302776174,0.228816,0.358869381,0.205833,0.391775983,0.022218,0.037876265,0.414946,0.280513401,0.564413,0.340465944,0.339979,0.520717474,0.104612,0.104637044,0.018195,0.018386978,0.193251,0.382689534,0.194948,0.406584633,0.111174,0.302712786,0.300341,0.726925047,0.021178,0.048845667,0.258245,0.544388576,0.286773,0.780846725,0.223683,0.635541505,0.274831,0.585649694,0.021581,0.068240139,0.117781,0.285069168,0.127665,0.297956314,0.17229,0.416999066,0.174923,0.423371801,0.201343,0.493408444,0.236906,0.580558653,0.234459,0.560548359,0.243602,0.555318866,0.192467,0.460153208,0.232313,0.576509478,0.261449,0.617545445
381nm,0.314229,,0.351455,0.271818854,0.432101,0.238980093,0.23628,0.305787181,0.231867,0.360091195,0.20691,0.389966973,0.02228,0.037609791,0.412068,0.275838234,0.564294,0.337058779,0.344441,0.522382288,0.102979,0.101994363,0.018158,0.018169788,0.194197,0.380794699,0.193794,0.400217473,0.109759,0.295931515,0.30334,0.726989662,0.020613,0.047076682,0.258219,0.539000066,0.288425,0.777649642,0.224381,0.631277863,0.27652,0.583475054,0.021447,0.06715192,0.117657,0.281978713,0.127555,0.294782551,0.173663,0.416203619,0.176825,0.42378172,0.204825,0.497023071,0.241101,0.585049478,0.240094,0.568396018,0.249805,0.563879424,0.195892,0.463752666,0.238004,0.58484494,0.270718,0.633173328
382nm,0.314524,,0.355801,0.274921996,0.433624,0.239597476,0.239433,0.309577075,0.233295,0.361969071,0.206365,0.388575006,0.022311,0.037626796,0.404455,0.270488157,0.558342,0.333190785,0.346457,0.524946949,0.100009,0.098959857,0.018401,0.018395676,0.193415,0.378905581,0.191166,0.394419923,0.107793,0.290358208,0.304141,0.72822569,0.020448,0.046656049,0.255602,0.533036985,0.287912,0.775538415,0.223049,0.626941812,0.276067,0.581972835,0.021776,0.06811809,0.116697,0.279415644,0.126137,0.29123211,0.173716,0.415940152,0.176954,0.423693118,0.206409,0.500396989,0.243311,0.589858445,0.243827,0.576692081,0.253641,0.572001345,0.198149,0.468655888,0.241746,0.593482955,0.2774,0.648193108
383nm,0.313231,,0.358103,0.277842921,0.43286,0.240162633,0.241643,0.313724227,0.233348,0.36354583,0.204807,0.387233275,0.022296,0.037756716,0.394113,0.264659727,0.549064,0.329006673,0.346552,0.527258437,0.096649,0.096029881,0.018824,0.018896235,0.191507,0.376716425,0.18726,0.387955813,0.10556,0.285517008,0.303279,0.729159299,0.020249,0.046392711,0.251975,0.527642298,0.286367,0.774560903,0.220323,0.621835975,0.274476,0.581007377,0.022165,0.069621142,0.115231,0.277044422,0.124206,0.287957496,0.172762,0.415363473,0.176004,0.42315806,0.206931,0.503733307,0.244134,0.594296781,0.246151,0.584591976,0.255703,0.579031873,0.199365,0.473478391,0.243794,0.600981384,0.282765,0.663456813
384nm,0.309725,,0.357553,0.280556463,0.428907,0.240663147,0.242536,0.318448,0.231481,0.364719438,0.201838,0.385939547,0.022216,0.038047103,0.379962,0.258045174,0.535142,0.324294251,0.343966,0.529247871,0.092747,0.093196021,0.019499,0.019795395,0.188028,0.374059686,0.181571,0.380427765,0.102954,0.281620524,0.300098,0.729678678,0.020003,0.04634787,0.246939,0.522950172,0.28338,0.77515807,0.215653,0.615545253,0.271298,0.580780917,0.022638,0.071911764,0.113058,0.274896907,0.121558,0.285008514,0.170404,0.414331869,0.173548,0.421976405,0.205969,0.507067116,0.24302,0.59828154,0.246509,0.592069243,0.255291,0.584642828,0.199129,0.478271204,0.243478,0.606996529,0.286291,0.679333727
385nm,0.30623,,0.35681,0.283168798,0.424655,0.240996772,0.243346,0.323158106,0.228646,0.364364197,0.199152,0.385149686,0.021856,0.037857762,0.365937,0.251356677,0.520695,0.319140666,0.341686,0.531739981,0.088424,0.08986616,0.019659,0.020185606,0.184585,0.371401208,0.17592,0.372794472,0.100079,0.276880622,0.297248,0.730997721,0.019823,0.04645501,0.24186,0.518039888,0.280357,0.775641448,0.210643,0.608107054,0.268506,0.581364178,0.023308,0.074885101,0.110352,0.271379658,0.118973,0.282131272,0.167773,0.412590432,0.171223,0.421074735,0.204371,0.508875314,0.241689,0.601795587,0.24729,0.600723751,0.255045,0.590745556,0.198873,0.483107827,0.242562,0.611614502,0.289772,0.695441217
386nm,0.302745,,0.355909,0.285705173,0.420156,0.24118834,0.244088,0.32787479,0.225012,0.362700808,0.196701,0.384788602,0.021265,0.037258074,0.352017,0.244578623,0.505814,0.313588654,0.33966,0.534671815,0.083754,0.08609984,0.019394,0.020142739,0.181174,0.368734297,0.170301,0.365041466,0.096982,0.271401032,0.294672,0.733004613,0.019698,0.046693461,0.236746,0.512923453,0.277305,0.776029194,0.205353,0.599659636,0.266032,0.582638136,0.02414,0.078450991,0.107206,0.26667784,0.116438,0.279298309,0.164917,0.410235522,0.169007,0.420409508,0.202248,0.509386117,0.24018,0.604922459,0.248421,0.610417968,0.254936,0.597290451,0.1986,0.487998231,0.241151,0.615056244,0.293213,0.711800002
387nm,0.29525,,0.350234,0.288286637,0.411126,0.241995759,0.241698,0.33290608,0.220068,0.36373644,0.192178,0.385484015,0.021372,0.038396112,0.335762,0.239206774,0.487879,0.310147791,0.333459,0.538235579,0.078345,0.082583853,0.018881,0.020107737,0.175853,0.366990241,0.164186,0.360867855,0.093244,0.267564399,0.288953,0.737024827,0.019624,0.047698919,0.229786,0.510482132,0.27139,0.778755763,0.19853,0.594452257,0.260985,0.586094504,0.023922,0.079716042,0.103431,0.263818735,0.112926,0.277750333,0.160162,0.408521006,0.164501,0.41958838,0.197869,0.511008002,0.235595,0.608437553,0.24577,0.619234217,0.25179,0.604894945,0.195456,0.492464674,0.237187,0.620302769,0.291144,0.724719056
388nm,0.285857,,0.342297,0.29101165,0.399949,0.243152367,0.237825,0.338335252,0.214503,0.366188213,0.186673,0.386745515,0.021809,0.040468669,0.318401,0.234291983,0.468496,0.307612182,0.32528,0.542286003,0.072585,0.07902633,0.018251,0.02007548,0.169628,0.365631286,0.157837,0.358312507,0.089202,0.264376652,0.281743,0.742248142,0.019573,0.049138226,0.221951,0.509278288,0.264118,0.782792231,0.190981,0.59063894,0.25472,0.590821406,0.023205,0.079867646,0.09936,0.261762583,0.10895,0.276776334,0.154506,0.407043978,0.158911,0.418648891,0.192422,0.513269834,0.229552,0.612311051,0.241329,0.628024613,0.247206,0.613396876,0.190953,0.496928193,0.232013,0.626709433,0.286463,0.736497788
389nm,0.282127,,0.340952,0.293700513,0.39531,0.243509477,0.237676,0.342593607,0.212449,0.367476746,0.184203,0.386673722,0.02172,0.040836373,0.307152,0.229002664,0.457732,0.304518091,0.323153,0.545862684,0.068398,0.075452306,0.017547,0.019556284,0.166812,0.36431519,0.153832,0.35383763,0.086386,0.259415578,0.279442,0.745919303,0.019721,0.05016435,0.218057,0.506958336,0.261507,0.785300739,0.187208,0.586624905,0.253055,0.594719638,0.023377,0.081523398,0.096723,0.258184356,0.106721,0.274698181,0.15157,0.40458839,0.156431,0.41756394,0.189987,0.513474738,0.228032,0.616298334,0.241227,0.636058774,0.247395,0.621981763,0.189768,0.500373513,0.230423,0.630643494,0.287055,0.74777718
390nm,0.279733,,0.341163,0.296397363,0.392214,0.243670025,0.238405,0.346585375,0.211224,0.368484634,0.182449,0.38626948,0.021507,0.040781963,0.297346,0.223588898,0.449003,0.301267313,0.322453,0.549341722,0.064582,0.071852445,0.016825,0.018912088,0.1648,0.36300127,0.15038,0.348857737,0.083861,0.253988277,0.278298,0.749223168,0.019917,0.051096497,0.215093,0.504347022,0.259994,0.787439074,0.184326,0.582537168,0.252476,0.598436957,0.023759,0.08356465,0.094424,0.25420466,0.104904,0.272332137,0.149276,0.401875104,0.154684,0.416434313,0.188263,0.513169835,0.227581,0.620343372,0.24215,0.643956829,0.24871,0.63063915,0.189366,0.503586739,0.229679,0.633986966,0.288891,0.759000482
391nm,0.274018,,0.337197,0.299061649,0.384927,0.244130478,0.236822,0.351464551,0.207174,0.368957193,0.179355,0.387638591,0.021928,0.042447481,0.285045,0.218809499,0.435487,0.298292667,0.318291,0.55356055,0.060007,0.068154822,0.016884,0.019374226,0.161064,0.362171297,0.145846,0.345396086,0.080802,0.249827566,0.275038,0.755889696,0.019993,0.052361223,0.209885,0.502399497,0.256103,0.791831751,0.179914,0.5804524,0.249381,0.603429138,0.02284,0.082007798,0.091016,0.250140186,0.101777,0.269724938,0.145408,0.399626266,0.151518,0.41641844,0.186072,0.51777584,0.225202,0.626661478,0.24056,0.653070859,0.247356,0.640287084,0.187031,0.507750648,0.227759,0.641799241,0.287094,0.770010712
